Station,Condition,Fraction,Date,ImageNumber,Count,Total_Area,Average_Size,Perc_Area,Mean,Perim
Station4,CBBG,Light,2022.11,33.tiff,9,9.912,1.101,0.026,255,3.688
Station4,CBBG,Light,2022.11,34.tiff,15,27.289,1.819,0.073,255,5.246
Station4,Particle,Heavy,2022.02,1.tiff,34,43.522,1.28,0.116,255,4.131
Station4,Particle,Heavy,2022.02,10.tiff,15,22.347,1.49,0.06,255,4.248
Station4,Particle,Heavy,2022.02,11.tiff,17,15.557,0.915,0.041,255,3.209
Station4,Particle,Heavy,2022.02,12.tiff,25,35.796,1.432,0.095,255,4.446
Station4,Particle,Heavy,2022.02,13.tiff,32,36.316,1.135,0.097,255,3.849
Station4,Particle,Heavy,2022.02,14.tiff,10,9.365,0.937,0.025,255,3.37
Station4,Particle,Heavy,2022.02,15.tiff,1,3.954,3.954,0.011,255,9.196
Station4,Particle,Heavy,2022.02,16.tiff,13,9.027,0.694,0.024,255,2.826
Station4,Particle,Heavy,2022.02,17.tiff,6,6.504,1.084,0.017,255,3.584
Station4,Particle,Heavy,2022.02,18.tiff,25,44.641,1.786,0.119,255,4.907
Station4,Particle,Heavy,2022.02,19.tiff,21,25.494,1.214,0.068,255,3.838
Station4,Particle,Heavy,2022.02,2.tiff,37,63.762,1.723,0.17,255,4.896
Station4,Particle,Heavy,2022.02,20.tiff,23,30.515,1.327,0.081,255,4.188
Station4,Particle,Heavy,2022.02,21.tiff,9,8.169,0.908,0.022,255,3.54
Station4,Particle,Heavy,2022.02,22.tiff,8,13.007,1.626,0.035,255,4.875
Station4,Particle,Heavy,2022.02,23.tiff,17,18.236,1.073,0.049,255,4.195
Station4,Particle,Heavy,2022.02,24.tiff,21,25.963,1.236,0.069,255,3.867
Station4,Particle,Heavy,2022.02,25.tiff,16,18.626,1.164,0.05,255,3.981
Station4,Particle,Heavy,2022.02,26.tiff,21,33.585,1.599,0.089,255,4.342
Station4,Particle,Heavy,2022.02,27.tiff,8,15.609,1.951,0.042,255,5.169
Station4,Particle,Heavy,2022.02,28.tiff,25,37.357,1.494,0.099,255,4.335
Station4,Particle,Heavy,2022.02,29.tiff,12,10.562,0.88,0.028,255,3.215
Station4,Particle,Heavy,2022.02,3.tiff,10,10.25,1.025,0.027,255,3.414
Station4,Particle,Heavy,2022.02,30.tiff,12,21.722,1.81,0.058,255,4.868
Station4,Particle,Heavy,2022.02,31.tiff,14,21.748,1.553,0.058,255,4.57
Station4,Particle,Heavy,2022.02,32.tiff,51,75.104,1.473,0.2,255,4.339
Station4,Particle,Heavy,2022.02,33.tiff,11,21.124,1.92,0.056,255,5.077
Station4,Particle,Heavy,2022.02,34.tiff,5,3.98,0.796,0.011,255,3.036
Station4,Particle,Heavy,2022.02,35.tiff,10,9.131,0.913,0.024,255,3.755
Station4,Particle,Heavy,2022.02,4.tiff,6,9.495,1.583,0.025,255,4.375
Station4,Particle,Heavy,2022.02,5.tiff,29,35.068,1.209,0.093,255,3.82
Station4,Particle,Heavy,2022.02,6.tiff,36,46.202,1.283,0.123,255,3.966
Station4,Particle,Heavy,2022.02,7.tiff,41,49.792,1.214,0.133,255,3.94
Station4,Particle,Heavy,2022.02,8.tiff,32,47.242,1.476,0.126,255,4.326
Station4,Particle,Heavy,2022.02,9.tiff,33,42.612,1.291,0.113,255,3.837
Station4,Particle,Heavy,2021.11,1.tiff,45,52.81,1.174,0.141,255,3.641
Station4,Particle,Heavy,2021.11,10.tiff,40,58.143,1.454,0.155,255,4.342
Station4,Particle,Heavy,2021.11,11.tiff,37,33.871,0.915,0.09,255,3.386
Station4,Particle,Heavy,2021.11,12.tiff,69,85.51,1.239,0.228,255,4
Station4,Particle,Heavy,2021.11,13.tiff,14,15.609,1.115,0.042,255,3.881
Station4,Particle,Heavy,2021.11,14.tiff,21,38.45,1.831,0.102,255,4.955
Station4,Particle,Heavy,2021.11,15.tiff,27,46.748,1.731,0.124,255,4.967
Station4,Particle,Heavy,2021.11,16.tiff,51,80.645,1.581,0.215,255,4.577
Station4,Particle,Heavy,2021.11,17.tiff,27,48.387,1.792,0.129,255,5.153
Station4,Particle,Heavy,2021.11,18.tiff,21,31.738,1.511,0.085,255,4.474
Station4,Particle,Heavy,2021.11,19.tiff,45,66.025,1.467,0.176,255,4.355
Station4,Particle,Heavy,2021.11,2.tiff,12,26.743,2.229,0.071,255,5.875
Station4,Particle,Heavy,2021.11,20.tiff,53,64.386,1.215,0.171,255,3.846
Station4,Particle,Heavy,2021.11,21.tiff,48,73.231,1.526,0.195,255,4.524
Station4,Particle,Heavy,2021.11,22.tiff,48,56.66,1.18,0.151,255,3.988
Station4,Particle,Heavy,2021.11,23.tiff,59,75.26,1.276,0.2,255,4.203
Station4,Particle,Heavy,2021.11,24.tiff,42,33.247,0.792,0.089,255,3.08
Station4,Particle,Heavy,2021.11,25.tiff,10,20.473,2.047,0.055,255,5.344
Station4,Particle,Heavy,2021.11,26.tiff,20,29.787,1.489,0.079,255,4.745
Station4,Particle,Heavy,2021.11,27.tiff,43,52.992,1.232,0.141,255,4.004
Station4,Particle,Heavy,2021.11,28.tiff,15,18.236,1.216,0.049,255,3.789
Station4,Particle,Heavy,2021.11,29.tiff,33,41.701,1.264,0.111,255,3.996
Station4,Particle,Heavy,2021.11,3.tiff,51,63.606,1.247,0.169,255,3.869
Station4,Particle,Heavy,2021.11,30.tiff,39,54.448,1.396,0.145,255,4.362
Station4,Particle,Heavy,2021.11,31.tiff,8,7.648,0.956,0.02,255,3.612
Station4,Particle,Heavy,2021.11,32.tiff,9,11.707,1.301,0.031,255,3.701
Station4,Particle,Heavy,2021.11,33.tiff,43,57.622,1.34,0.153,255,4.104
Station4,Particle,Heavy,2021.11,34.tiff,30,44.355,1.478,0.118,255,4.45
Station4,Particle,Heavy,2021.11,35.tiff,11,5.619,0.511,0.015,255,2.521
Station4,Particle,Heavy,2021.11,36.tiff,18,39.36,2.187,0.105,255,5.704
Station4,Particle,Heavy,2021.11,37.tiff,18,19.771,1.098,0.053,255,3.987
Station4,Particle,Heavy,2021.11,38.tiff,86,95.135,1.106,0.253,255,3.715
Station4,Particle,Heavy,2021.11,39.tiff,80,88.762,1.11,0.236,255,3.87
Station4,Particle,Heavy,2021.11,4.tiff,48,69.563,1.449,0.185,255,4.369
Station4,Particle,Heavy,2021.11,40.tiff,55,69.251,1.259,0.184,255,4.091
Station4,Particle,Heavy,2021.11,41.tiff,43,69.797,1.623,0.186,255,4.542
Station4,Particle,Heavy,2021.11,42.tiff,51,54.188,1.063,0.144,255,3.854
Station4,Particle,Heavy,2021.11,43.tiff,15,19.069,1.271,0.051,255,3.994
Station4,Particle,Heavy,2021.11,44.tiff,39,51.795,1.328,0.138,255,4.174
Station4,Particle,Heavy,2021.11,45.tiff,11,14.048,1.277,0.037,255,4.251
Station4,Particle,Heavy,2021.11,46.tiff,13,16.207,1.247,0.043,255,4.3
Station4,Particle,Heavy,2021.11,47.tiff,28,30.047,1.073,0.08,255,3.619
Station4,Particle,Heavy,2021.11,48.tiff,47,62.617,1.332,0.167,255,4.047
Station4,Particle,Heavy,2021.11,49.tiff,60,79.943,1.332,0.213,255,4.033
Station4,Particle,Heavy,2021.11,5.tiff,56,68.184,1.218,0.182,255,3.823
Station4,Particle,Heavy,2021.11,50.tiff,37,37.045,1.001,0.099,255,3.518
Station4,Particle,Heavy,2021.11,51.tiff,40,43.6,1.09,0.116,255,3.665
Station4,Particle,Heavy,2021.11,6.tiff,49,58.117,1.186,0.155,255,3.95
Station4,Particle,Heavy,2021.11,7.tiff,66,94.355,1.43,0.251,255,4.334
Station4,Particle,Heavy,2021.11,8.tiff,49,62.539,1.276,0.167,255,4.066
Station4,Particle,Heavy,2021.11,9.tiff,34,47.763,1.405,0.127,255,4.226
Station4,Particle,Heavy,2021.07,1.tiff,10,24.194,2.419,0.064,255,6.316
Station4,Particle,Heavy,2021.07,10.tiff,37,53.746,1.453,0.143,255,4.332
Station4,Particle,Heavy,2021.07,11.tiff,35,44.485,1.271,0.118,255,4.088
Station4,Particle,Heavy,2021.07,12.tiff,14,32.206,2.3,0.086,255,5.487
Station4,Particle,Heavy,2021.07,13.tiff,24,26.639,1.11,0.071,255,4.117
Station4,Particle,Heavy,2021.07,14.tiff,15,21.514,1.434,0.057,255,4.119
Station4,Particle,Heavy,2021.07,15.tiff,13,7.362,0.566,0.02,255,2.682
Station4,Particle,Heavy,2021.07,16.tiff,26,26.379,1.015,0.07,255,3.501
Station4,Particle,Heavy,2021.07,17.tiff,18,26.093,1.45,0.069,255,4.308
Station4,Particle,Heavy,2021.07,18.tiff,14,17.586,1.256,0.047,255,3.935
Station4,Particle,Heavy,2021.07,19.tiff,39,58.871,1.51,0.157,255,4.633
Station4,Particle,Heavy,2021.07,2.tiff,12,21.748,1.812,0.058,255,4.7
Station4,Particle,Heavy,2021.07,20.tiff,17,24.558,1.445,0.065,255,4.443
Station4,Particle,Heavy,2021.07,21.tiff,5,5.073,1.015,0.014,255,3.769
Station4,Particle,Heavy,2021.07,22.tiff,29,32.18,1.11,0.086,255,3.763
Station4,Particle,Heavy,2021.07,23.tiff,22,25.442,1.156,0.068,255,3.845
Station4,Particle,Heavy,2021.07,24.tiff,13,19.043,1.465,0.051,255,4.59
Station4,Particle,Heavy,2021.07,25.tiff,9,9.391,1.043,0.025,255,3.704
Station4,Particle,Heavy,2021.07,26.tiff,12,24.272,2.023,0.065,255,5.088
Station4,Particle,Heavy,2021.07,27.tiff,21,29.37,1.399,0.078,255,4.351
Station4,Particle,Heavy,2021.07,28.tiff,23,28.824,1.253,0.077,255,3.964
Station4,Particle,Heavy,2021.07,29.tiff,29,41.103,1.417,0.109,255,4.308
Station4,Particle,Heavy,2021.07,3.tiff,9,7.44,0.827,0.02,255,3.147
Station4,Particle,Heavy,2021.07,30.tiff,18,24.428,1.357,0.065,255,4.25
Station4,Particle,Heavy,2021.07,31.tiff,45,74.766,1.661,0.199,255,4.676
Station4,Particle,Heavy,2021.07,32.tiff,58,72.971,1.258,0.194,255,4.054
Station4,Particle,Heavy,2021.07,33.tiff,26,45.89,1.765,0.122,255,4.809
Station4,Particle,Heavy,2021.07,34.tiff,43,62.383,1.451,0.166,255,4.307
Station4,Particle,Heavy,2021.07,35.tiff,18,23.725,1.318,0.063,255,4.09
Station4,Particle,Heavy,2021.07,36.tiff,13,20.031,1.541,0.053,255,4.722
Station4,Particle,Heavy,2021.07,37.tiff,7,10.926,1.561,0.029,255,4.586
Station4,Particle,Heavy,2021.07,38.tiff,32,51.769,1.618,0.138,255,4.647
Station4,Particle,Heavy,2021.07,39.tiff,42,62.279,1.483,0.166,255,4.288
Station4,Particle,Heavy,2021.07,4.tiff,22,35.666,1.621,0.095,255,4.422
Station4,Particle,Heavy,2021.07,40.tiff,30,37.487,1.25,0.1,255,4.037
Station4,Particle,Heavy,2021.07,41.tiff,34,54.735,1.61,0.146,255,4.543
Station4,Particle,Heavy,2021.07,42.tiff,19,33.923,1.785,0.09,255,4.696
Station4,Particle,Heavy,2021.07,43.tiff,7,7.102,1.015,0.019,255,3.55
Station4,Particle,Heavy,2021.07,44.tiff,23,26.691,1.16,0.071,255,3.715
Station4,Particle,Heavy,2021.07,45.tiff,10,15.245,1.524,0.041,255,4.459
Station4,Particle,Heavy,2021.07,46.tiff,17,27.081,1.593,0.072,255,4.712
Station4,Particle,Heavy,2021.07,47.tiff,30,46.93,1.564,0.125,255,4.497
Station4,Particle,Heavy,2021.07,48.tiff,36,50.182,1.394,0.134,255,4.294
Station4,Particle,Heavy,2021.07,49.tiff,24,51.483,2.145,0.137,255,5.588
Station4,Particle,Heavy,2021.07,5.tiff,14,19.485,1.392,0.052,255,4.274
Station4,Particle,Heavy,2021.07,50.tiff,20,30.463,1.523,0.081,255,4.413
Station4,Particle,Heavy,2021.07,6.tiff,4,5.411,1.353,0.014,255,3.813
Station4,Particle,Heavy,2021.07,7.tiff,27,27.211,1.008,0.072,255,3.64
Station4,Particle,Heavy,2021.07,8.tiff,55,64.334,1.17,0.171,255,3.747
Station4,Particle,Heavy,2021.07,9.tiff,15,22.685,1.512,0.06,255,4.51
Station4,Particle,Heavy,2022.05,1.tiff,2,3.018,1.509,0.008,255,4.378
Station4,Particle,Heavy,2022.05,2.tiff,7,11.837,1.691,0.032,255,4.956
Station4,Particle,Heavy,2022.05,3.tiff,6,13.267,2.211,0.035,255,5.522
Station4,Particle,Heavy,2022.05,4.tiff,3,4.188,1.396,0.011,255,4.243
Station4,Particle,Heavy,2022.05,5.tiff,5,16.988,3.398,0.045,255,6.587
Station4,Particle,Heavy,2022.05,6.tiff,4,5.853,1.463,0.016,255,4.112
Station4,Particle,Heavy,2022.05,7.tiff,0,0,NaN,0,NaN,NaN
Station4,Particle,Heavy,2022.05,8.tiff,0,0,NaN,0,NaN,NaN
Station4,Particle,Heavy,2022.05,9.tiff,3,7.466,2.489,0.02,255,5.541
Station4,Particle,Heavy,2022.05,10.tiff,6,14.75,2.458,0.039,255,6.085
Station4,Particle,Heavy,2022.05,11.tiff,1,0.598,0.598,0.002,255,2.698
Station4,Particle,Heavy,2022.05,12.tiff,3,4.058,1.353,0.011,255,4.198
Station4,Particle,Heavy,2022.05,13.tiff,1,1.405,1.405,0.004,255,5.074
Station4,Particle,Heavy,2022.05,14.tiff,3,2.237,0.746,0.006,255,2.85
Station4,Particle,Heavy,2022.05,15.tiff,0,0,NaN,0,NaN,NaN
Station4,Particle,Heavy,2022.05,16.tiff,2,5.671,2.836,0.015,255,5.699
Station4,Particle,Heavy,2022.05,17.tiff,7,6.582,0.94,0.018,255,3.333
Station4,Particle,Heavy,2022.05,18.tiff,0,0,NaN,0,NaN,NaN
Station4,Particle,Heavy,2022.05,19.tiff,14,14.698,1.05,0.039,255,3.476
Station4,Particle,Heavy,2022.05,20.tiff,3,4.37,1.457,0.012,255,4.256
Station4,Particle,Heavy,2022.05,21.tiff,13,15.375,1.183,0.041,255,3.89
Station4,Particle,Heavy,2022.05,22.tiff,3,4.813,1.604,0.013,255,4.699
Station4,Particle,Heavy,2022.05,23.tiff,8,13.84,1.73,0.037,255,4.696
Station4,Particle,Heavy,2022.05,24.tiff,3,5.671,1.89,0.015,255,5.483
Station4,Particle,Heavy,2022.05,25.tiff,2,5.307,2.653,0.014,255,5.974
Station4,Particle,Heavy,2022.06,1.tiff,18,23.621,1.312,0.063,255,4.163
Station4,Particle,Heavy,2022.06,2.tiff,34,40.583,1.194,0.108,255,4.077
Station4,Particle,Heavy,2022.06,3.tiff,26,34.157,1.314,0.091,255,4.318
Station4,Particle,Heavy,2022.06,4.tiff,31,38.111,1.229,0.101,255,4.276
Station4,Particle,Heavy,2022.06,5.tiff,34,39.048,1.148,0.104,255,3.786
Station4,Particle,Heavy,2022.06,6.tiff,41,48.881,1.192,0.13,255,4.1
Station4,Particle,Heavy,2022.06,7.tiff,110,145.838,1.326,0.388,255,4.232
Station4,Particle,Heavy,2022.06,8.tiff,9,9.625,1.069,0.026,255,3.62
Station4,Particle,Heavy,2022.06,9.tiff,82,107.05,1.305,0.285,255,4.011
Station4,Particle,Heavy,2022.06,10.tiff,18,26.977,1.499,0.072,255,4.482
Station4,Particle,Heavy,2022.06,11.tiff,46,61.238,1.331,0.163,255,3.965
Station4,Particle,Heavy,2022.06,12.tiff,37,49.089,1.327,0.131,255,3.968
Station4,Particle,Heavy,2022.06,13.tiff,49,52.159,1.064,0.139,255,3.755
Station4,Particle,Heavy,2022.06,14.tiff,46,53.33,1.159,0.142,255,3.864
Station4,Particle,Heavy,2022.06,15.tiff,32,45.682,1.428,0.122,255,4.195
Station4,Particle,Heavy,2022.06,16.tiff,41,54.188,1.322,0.144,255,4.104
Station4,Particle,Heavy,2022.06,17.tiff,49,82.128,1.676,0.219,255,4.525
Station4,Particle,Heavy,2022.06,18.tiff,58,78.252,1.349,0.208,255,4.203
Station4,Particle,Heavy,2022.06,19.tiff,43,48.101,1.119,0.128,255,3.719
Station4,Particle,Heavy,2022.06,20.tiff,24,42.3,1.762,0.113,255,4.774
Station4,Particle,Heavy,2022.06,21.tiff,20,22.451,1.123,0.06,255,3.754
Station4,Particle,Heavy,2022.06,22.tiff,77,100.676,1.307,0.268,255,3.995
Station4,Particle,Heavy,2022.06,23.tiff,43,53.85,1.252,0.143,255,3.876
Station4,Particle,Heavy,2022.06,24.tiff,39,69.433,1.78,0.185,255,4.711
Station4,Particle,Heavy,2022.06,25.tiff,19,33.741,1.776,0.09,255,4.932
Station4,Particle,Heavy,2022.06,26.tiff,22,37.773,1.717,0.101,255,4.697
Station4,Particle,Heavy,2022.06,27.tiff,63,75.572,1.2,0.201,255,3.848
Station4,Particle,Heavy,2022.06,28.tiff,35,49.61,1.417,0.132,255,4.127
Station4,Particle,Heavy,2022.06,29.tiff,43,55.411,1.289,0.148,255,4.029
Station4,Particle,Heavy,2022.06,30.tiff,51,56.79,1.114,0.151,255,3.63
Station4,Particle,Heavy,2022.06,31.tiff,44,52.888,1.202,0.141,255,3.876
Station4,Particle,Heavy,2022.11,1.tiff,23,15.843,0.689,0.042,255,3.253
Station4,Particle,Heavy,2022.11,2.tiff,13,10.484,0.806,0.028,255,3.035
Station4,Particle,Heavy,2022.11,3.tiff,11,13.163,1.197,0.035,255,3.724
Station4,Particle,Heavy,2022.11,4.tiff,10,14.464,1.446,0.039,255,4.054
Station4,Particle,Heavy,2022.11,5.tiff,47,48.283,1.027,0.129,255,3.615
Station4,Particle,Heavy,2022.11,6.tiff,20,34.417,1.721,0.092,255,4.797
Station4,Particle,Heavy,2022.11,7.tiff,15,26.769,1.785,0.071,255,4.75
Station4,Particle,Heavy,2022.11,8.tiff,23,19.511,0.848,0.052,255,3.188
Station4,Particle,Heavy,2022.11,9.tiff,11,14.022,1.275,0.037,255,3.837
Station4,Particle,Heavy,2022.11,10.tiff,12,11.655,0.971,0.031,255,3.466
Station4,Particle,Heavy,2022.11,11.tiff,18,23.725,1.318,0.063,255,4.332
Station4,Particle,Heavy,2022.11,12.tiff,10,15.973,1.597,0.043,255,4.846
Station4,Particle,Heavy,2022.11,13.tiff,6,3.85,0.642,0.01,255,2.768
Station4,Particle,Heavy,2022.11,14.tiff,11,8.923,0.811,0.024,255,3.099
Station4,Particle,Heavy,2022.11,15.tiff,10,14.412,1.441,0.038,255,4.419
Station4,Particle,Heavy,2022.11,16.tiff,23,22.919,0.996,0.061,255,3.69
Station4,Particle,Heavy,2022.11,17.tiff,16,18.73,1.171,0.05,255,3.718
Station4,Particle,Heavy,2022.11,18.tiff,2,0.832,0.416,0.002,255,2.403
Station4,Particle,Heavy,2022.11,19.tiff,13,19.589,1.507,0.052,255,4.251
Station4,Particle,Heavy,2022.11,20.tiff,4,2.003,0.501,0.005,255,2.389
Station4,Particle,Heavy,2022.11,21.tiff,17,23.361,1.374,0.062,255,4.101
Station4,Particle,Heavy,2022.11,22.tiff,12,19.667,1.639,0.052,255,4.587
Station4,Particle,Heavy,2022.11,23.tiff,3,2.445,0.815,0.007,255,3.191
Station4,Particle,Heavy,2022.11,24.tiff,16,17.872,1.117,0.048,255,3.475
Station4,Particle,Heavy,2022.11,25.tiff,12,19.927,1.661,0.053,255,4.717
Station4,Particle,Heavy,2022.11,26.tiff,14,17.664,1.262,0.047,255,3.74
Station4,Particle,Heavy,2022.11,27.tiff,7,17.612,2.516,0.047,255,5.846
Station4,Particle,Heavy,2022.11,28.tiff,20,30.255,1.513,0.081,255,4.587
Station4,Particle,Heavy,2022.11,29.tiff,20,21.54,1.077,0.057,255,3.626
Station4,Particle,Heavy,2022.11,30.tiff,23,29.37,1.277,0.078,255,3.936
Station4,Particle,Heavy,2022.11,31.tiff,5,9.183,1.837,0.024,255,4.654
Station4,Particle,Heavy,2022.11,32.tiff,18,19.849,1.103,0.053,255,3.497
Station4,Particle,Light,2022.02,1.tiff,14,20.864,1.49,0.056,255,4.433
Station4,Particle,Light,2022.02,10.tiff,24,20.994,0.875,0.056,255,3.288
Station4,Particle,Light,2022.02,11.tiff,11,16.155,1.469,0.043,255,4.095
Station4,Particle,Light,2022.02,12.tiff,10,12.045,1.204,0.032,255,4.006
Station4,Particle,Light,2022.02,13.tiff,15,16.311,1.087,0.043,255,3.769
Station4,Particle,Light,2022.02,14.tiff,4,7.518,1.88,0.02,255,5.365
Station4,Particle,Light,2022.02,15.tiff,11,13.033,1.185,0.035,255,3.753
Station4,Particle,Light,2022.02,16.tiff,4,5.489,1.372,0.015,255,4.454
Station4,Particle,Light,2022.02,17.tiff,14,13.736,0.981,0.037,255,3.327
Station4,Particle,Light,2022.02,18.tiff,18,28.226,1.568,0.075,255,5
Station4,Particle,Light,2022.02,19.tiff,15,21.384,1.426,0.057,255,4.484
Station4,Particle,Light,2022.02,2.tiff,36,47.867,1.33,0.127,255,4.061
Station4,Particle,Light,2022.02,20.tiff,18,19.823,1.101,0.053,255,3.874
Station4,Particle,Light,2022.02,21.tiff,9,15.271,1.697,0.041,255,4.403
Station4,Particle,Light,2022.02,22.tiff,19,21.54,1.134,0.057,255,3.791
Station4,Particle,Light,2022.02,23.tiff,6,4.422,0.737,0.012,255,2.938
Station4,Particle,Light,2022.02,24.tiff,9,11.472,1.275,0.031,255,4.329
Station4,Particle,Light,2022.02,25.tiff,15,21.722,1.448,0.058,255,4.408
Station4,Particle,Light,2022.02,26.tiff,10,19.563,1.956,0.052,255,4.981
Station4,Particle,Light,2022.02,27.tiff,20,23.985,1.199,0.064,255,4.065
Station4,Particle,Light,2022.02,28.tiff,23,25.806,1.122,0.069,255,3.651
Station4,Particle,Light,2022.02,29.tiff,4,1.977,0.494,0.005,255,2.446
Station4,Particle,Light,2022.02,3.tiff,6,7.336,1.223,0.02,255,3.73
Station4,Particle,Light,2022.02,30.tiff,13,22.373,1.721,0.06,255,5.148
Station4,Particle,Light,2022.02,31.tiff,9,12.123,1.347,0.032,255,4.146
Station4,Particle,Light,2022.02,32.tiff,2,3.434,1.717,0.009,255,4.578
Station4,Particle,Light,2022.02,4.tiff,2,3.226,1.613,0.009,255,4.464
Station4,Particle,Light,2022.02,5.tiff,24,30.177,1.257,0.08,255,4.116
Station4,Particle,Light,2022.02,6.tiff,34,40.635,1.195,0.108,255,3.938
Station4,Particle,Light,2022.02,7.tiff,29,39.49,1.362,0.105,255,4.347
Station4,Particle,Light,2022.02,8.tiff,13,12.227,0.941,0.033,255,3.401
Station4,Particle,Light,2022.02,9.tiff,17,24.636,1.449,0.066,255,4.343
Station4,Particle,Light,2021.11,1.tiff,7,13.371,1.91,0.036,255,5.153
Station4,Particle,Light,2021.11,10.tiff,37,50.858,1.375,0.135,255,4.177
Station4,Particle,Light,2021.11,11.tiff,27,34.834,1.29,0.093,255,4.172
Station4,Particle,Light,2021.11,12.tiff,17,24.376,1.434,0.065,255,3.977
Station4,Particle,Light,2021.11,13.tiff,14,15.193,1.085,0.04,255,3.515
Station4,Particle,Light,2021.11,14.tiff,18,39.1,2.172,0.104,255,5.656
Station4,Particle,Light,2021.11,15.tiff,20,28.07,1.403,0.075,255,4.189
Station4,Particle,Light,2021.11,16.tiff,27,29.839,1.105,0.079,255,3.642
Station4,Particle,Light,2021.11,17.tiff,27,43.496,1.611,0.116,255,4.54
Station4,Particle,Light,2021.11,18.tiff,25,25.806,1.032,0.069,255,3.441
Station4,Particle,Light,2021.11,19.tiff,11,17.066,1.551,0.045,255,4.811
Station4,Particle,Light,2021.11,2.tiff,19,28.382,1.494,0.076,255,4.413
Station4,Particle,Light,2021.11,20.tiff,39,58.247,1.494,0.155,255,4.323
Station4,Particle,Light,2021.11,21.tiff,7,12.591,1.799,0.034,255,4.996
Station4,Particle,Light,2021.11,22.tiff,31,45.708,1.474,0.122,255,4.662
Station4,Particle,Light,2021.11,23.tiff,23,45.473,1.977,0.121,255,4.849
Station4,Particle,Light,2021.11,24.tiff,11,22.581,2.053,0.06,255,5.706
Station4,Particle,Light,2021.11,25.tiff,20,20.89,1.044,0.056,255,3.803
Station4,Particle,Light,2021.11,26.tiff,10,14.88,1.488,0.04,255,4.415
Station4,Particle,Light,2021.11,27.tiff,16,22.425,1.402,0.06,255,4.405
Station4,Particle,Light,2021.11,28.tiff,14,26.743,1.91,0.071,255,5.296
Station4,Particle,Light,2021.11,29.tiff,32,32.7,1.022,0.087,255,3.595
Station4,Particle,Light,2021.11,3.tiff,12,19.537,1.628,0.052,255,4.844
Station4,Particle,Light,2021.11,30.tiff,29,45.968,1.585,0.122,255,4.522
Station4,Particle,Light,2021.11,31.tiff,7,16.831,2.404,0.045,255,5.877
Station4,Particle,Light,2021.11,32.tiff,12,29.709,2.476,0.079,255,6.037
Station4,Particle,Light,2021.11,33.tiff,47,60.926,1.296,0.162,255,3.98
Station4,Particle,Light,2021.11,34.tiff,20,35.588,1.779,0.095,255,5.01
Station4,Particle,Light,2021.11,35.tiff,11,15.245,1.386,0.041,255,4.115
Station4,Particle,Light,2021.11,36.tiff,14,27.237,1.946,0.073,255,5.473
Station4,Particle,Light,2021.11,37.tiff,15,23.231,1.549,0.062,255,4.29
Station4,Particle,Light,2021.11,38.tiff,34,39.23,1.154,0.104,255,3.943
Station4,Particle,Light,2021.11,39.tiff,23,23.673,1.029,0.063,255,3.692
Station4,Particle,Light,2021.11,4.tiff,8,15.739,1.967,0.042,255,4.952
Station4,Particle,Light,2021.11,40.tiff,17,33.715,1.983,0.09,255,5.125
Station4,Particle,Light,2021.11,41.tiff,11,21.384,1.944,0.057,255,5.319
Station4,Particle,Light,2021.11,42.tiff,7,8.923,1.275,0.024,255,4.016
Station4,Particle,Light,2021.11,43.tiff,25,26.145,1.046,0.07,255,3.799
Station4,Particle,Light,2021.11,44.tiff,32,37.773,1.18,0.101,255,3.868
Station4,Particle,Light,2021.11,45.tiff,22,34.729,1.579,0.092,255,4.413
Station4,Particle,Light,2021.11,46.tiff,12,11.811,0.984,0.031,255,3.674
Station4,Particle,Light,2021.11,47.tiff,31,55.931,1.804,0.149,255,4.945
Station4,Particle,Light,2021.11,48.tiff,20,29.11,1.456,0.078,255,4.347
Station4,Particle,Light,2021.11,49.tiff,7,4.084,0.583,0.011,255,2.668
Station4,Particle,Light,2021.11,5.tiff,30,32.804,1.093,0.087,255,3.733
Station4,Particle,Light,2021.11,50.tiff,22,29.553,1.343,0.079,255,4.089
Station4,Particle,Light,2021.11,6.tiff,10,10.562,1.056,0.028,255,3.52
Station4,Particle,Light,2021.11,7.tiff,23,31.374,1.364,0.084,255,4.211
Station4,Particle,Light,2021.11,8.tiff,15,19.667,1.311,0.052,255,4.063
Station4,Particle,Light,2021.11,9.tiff,8,5.619,0.702,0.015,255,2.731
Station4,Particle,Light,2021.07,1.tiff,9,8.065,0.896,0.021,255,3.164
Station4,Particle,Light,2021.07,10.tiff,4,5.827,1.457,0.016,255,4.004
Station4,Particle,Light,2021.07,11.tiff,28,33.065,1.181,0.088,255,3.921
Station4,Particle,Light,2021.07,12.tiff,17,23.725,1.396,0.063,255,4.245
Station4,Particle,Light,2021.07,13.tiff,33,48.179,1.46,0.128,255,4.526
Station4,Particle,Light,2021.07,14.tiff,22,20.838,0.947,0.055,255,3.409
Station4,Particle,Light,2021.07,15.tiff,29,44.381,1.53,0.118,255,4.4
Station4,Particle,Light,2021.07,16.tiff,7,5.697,0.814,0.015,255,3.721
Station4,Particle,Light,2021.07,17.tiff,6,7.57,1.262,0.02,255,4.021
Station4,Particle,Light,2021.07,18.tiff,9,6.894,0.766,0.018,255,3.778
Station4,Particle,Light,2021.07,19.tiff,5,11.863,2.373,0.032,255,5.585
Station4,Particle,Light,2021.07,2.tiff,22,36.108,1.641,0.096,255,4.969
Station4,Particle,Light,2021.07,20.tiff,13,19.875,1.529,0.053,255,4.783
