Station,Condition,Fraction,Date,ImageNumber,Count,Total_Area,Average_Size,Perc_Area,Perim
Station5,CBBG,Heavy,2021.07,25,18,159.521,8.862,0.425,19.615
Station5,CBBG,Heavy,2021.07,26,6,74.35,12.392,0.198,25.245
Station5,CBBG,Heavy,2021.07,27,16,150.286,9.393,0.4,24.773
Station5,CBBG,Heavy,2021.07,28,18,895.916,49.773,2.386,55.978
Station5,CBBG,Heavy,2021.07,29,28,277.523,9.912,0.739,25.184
Station5,CBBG,Heavy,2021.07,3,19,206.27,10.856,0.549,24.242
Station5,CBBG,Heavy,2021.07,30,23,313.944,13.65,0.836,28.948
Station5,CBBG,Heavy,2021.07,31,26,285.484,10.98,0.76,23.259
Station5,CBBG,Heavy,2021.07,32,29,265.271,9.147,0.706,21.365
Station5,CBBG,Heavy,2021.07,33,17,527.471,31.028,1.405,33.864
Station5,CBBG,Heavy,2021.07,34,22,468.314,21.287,1.247,37.023
Station5,CBBG,Heavy,2021.07,35,36,710.718,19.742,1.893,32.354
Station5,CBBG,Heavy,2021.07,36,27,402.185,14.896,1.071,30.469
Station5,CBBG,Heavy,2021.07,37,21,153.096,7.29,0.408,20.232
Station5,CBBG,Heavy,2021.07,38,12,142.17,11.847,0.379,25.503
Station5,CBBG,Heavy,2021.07,39,28,555.541,19.841,1.479,35.409
Station5,CBBG,Heavy,2021.07,4,33,248.335,7.525,0.661,19.082
Station5,CBBG,Heavy,2021.07,40,18,286.863,15.937,0.764,31.77
Station5,CBBG,Heavy,2021.07,41,27,404.553,14.983,1.077,30.379
Station5,CBBG,Heavy,2021.07,42,15,166.909,11.127,0.444,24.38
Station5,CBBG,Heavy,2021.07,43,7,61.629,8.804,0.164,21.533
Station5,CBBG,Heavy,2021.07,44,5,31.426,6.285,0.084,15.826
Station5,CBBG,Heavy,2021.07,5,3,94.667,31.556,0.252,26.914
Station5,CBBG,Heavy,2021.07,6,1,5.801,5.801,0.015,8.905
Station5,CBBG,Heavy,2021.07,7,8,65.817,8.227,0.175,21.31
Station5,CBBG,Heavy,2021.07,8,5,61.316,12.263,0.163,25.629
Station5,CBBG,Heavy,2021.07,9,21,409.001,19.476,1.089,34.396
Station5,CBBG,Light,2021.07,1,53,520.005,9.811,1.385,23.064
Station5,CBBG,Light,2021.07,10,17,136.759,8.045,0.364,20.06
Station5,CBBG,Light,2021.07,11,20,158.455,7.923,0.422,20.418
Station5,CBBG,Light,2021.07,12,37,370.63,10.017,0.987,23.333
Station5,CBBG,Light,2021.07,13,3,66.493,22.164,0.177,21.612
Station5,CBBG,Light,2021.07,14,46,497.685,10.819,1.325,24.746
Station5,CBBG,Light,2021.07,15,25,394.069,15.763,1.049,26.741
Station5,CBBG,Light,2021.07,16,19,151.743,7.986,0.404,21.619
Station5,CBBG,Light,2021.07,17,25,221.956,8.878,0.591,20.922
Station5,CBBG,Light,2021.07,18,29,364.152,12.557,0.97,28.935
Station5,CBBG,Light,2021.07,19,35,914.1,26.117,2.434,37.564
Station5,CBBG,Light,2021.07,2,18,184.313,10.24,0.491,24.098
Station5,CBBG,Light,2021.07,20,35,427.523,12.215,1.138,24.168
Station5,CBBG,Light,2021.07,21,3,105.255,35.085,0.28,24.581
Station5,CBBG,Light,2021.07,22,1,45.89,45.89,0.122,29.492
Station5,CBBG,Light,2021.07,23,11,72.477,6.589,0.193,18.783
Station5,CBBG,Light,2021.07,24,8,61.264,7.658,0.163,20.535
Station5,CBBG,Light,2021.07,25,22,496.02,22.546,1.321,36.337
Station5,CBBG,Light,2021.07,27,26,328.746,12.644,0.875,28.258
Station5,CBBG,Light,2021.07,28,1,6.217,6.217,0.017,9.44
Station5,CBBG,Light,2021.07,29,22,204.11,9.278,0.544,20.42
Station5,CBBG,Light,2021.07,3,12,95.135,7.928,0.253,19.825
Station5,CBBG,Light,2021.07,30,24,353.772,14.741,0.942,26.707
Station5,CBBG,Light,2021.07,31,35,540.375,15.439,1.439,30.323
Station5,CBBG,Light,2021.07,32,25,533.715,21.349,1.421,33.152
Station5,CBBG,Light,2021.07,33,6,41.623,6.937,0.111,18.645
Station5,CBBG,Light,2021.07,34,7,122.997,17.571,0.328,26.165
Station5,CBBG,Light,2021.07,35,18,148.855,8.27,0.396,20.453
Station5,CBBG,Light,2021.07,37,15,377.341,25.156,1.005,41.948
Station5,CBBG,Light,2021.07,38,21,611.733,29.13,1.629,47.196
Station5,CBBG,Light,2021.07,39,18,412.981,22.943,1.1,42.728
Station5,CBBG,Light,2021.07,4,1,16.077,16.077,0.043,18.156
Station5,CBBG,Light,2021.07,40,9,86.967,9.663,0.232,22.76
Station5,CBBG,Light,2021.07,41,17,112.669,6.628,0.3,18.122
Station5,CBBG,Light,2021.07,42,21,143.809,6.848,0.383,18.027
Station5,CBBG,Light,2021.07,43,52,724.61,13.935,1.93,29.613
Station5,CBBG,Light,2021.07,5,34,332.258,9.772,0.885,21.197
Station5,CBBG,Light,2021.07,6,35,446.098,12.746,1.188,23.16
Station5,CBBG,Light,2021.07,7,31,491.493,15.855,1.309,29.138
Station5,CBBG,Light,2021.07,8,32,363.163,11.349,0.967,24.116
Station5,CBBG,Light,2021.07,9,12,71.956,5.996,0.192,16.973
Station6,CBBG,Heavy,2021.07,1,5,33.767,6.753,0.09,18.865
Station6,CBBG,Heavy,2021.07,10,11,90.661,8.242,0.241,23.568
Station6,CBBG,Heavy,2021.07,11,36,395.239,10.979,1.052,23.906
Station6,CBBG,Heavy,2021.07,12,16,127.003,7.938,0.338,21.094
Station6,CBBG,Heavy,2021.07,13,13,80.229,6.171,0.214,17.318
Station6,CBBG,Heavy,2021.07,14,14,136.889,9.778,0.365,23.008
Station6,CBBG,Heavy,2021.07,15,3,17.56,5.853,0.047,17.209
Station6,CBBG,Heavy,2021.07,16,40,323.959,8.099,0.863,21.981
Station6,CBBG,Heavy,2021.07,17,13,92.456,7.112,0.246,19.065
Station6,CBBG,Heavy,2021.07,18,28,254.709,9.097,0.678,22.62
Station6,CBBG,Heavy,2021.07,19,1,9.313,9.313,0.025,12.06
Station6,CBBG,Heavy,2021.07,2,9,62.747,6.972,0.167,20.197
Station6,CBBG,Heavy,2021.07,20,13,107.076,8.237,0.285,22.128
Station6,CBBG,Heavy,2021.07,21,1,13.241,13.241,0.035,15.308
Station6,CBBG,Heavy,2021.07,22,4,24.688,6.172,0.066,18.394
Station6,CBBG,Heavy,2021.07,23,17,122.815,7.224,0.327,21.614
Station6,CBBG,Heavy,2021.07,24,15,116.857,7.79,0.311,21.421
Station6,CBBG,Heavy,2021.07,25,14,138.163,9.869,0.368,24.834
Station6,CBBG,Heavy,2021.07,26,9,55.775,6.197,0.149,18.271
Station6,CBBG,Heavy,2021.07,27,19,151.561,7.977,0.404,21.133
Station6,CBBG,Heavy,2021.07,28,8,57.544,7.193,0.153,21.068
Station6,CBBG,Heavy,2021.07,29,3,18.132,6.044,0.048,16.132
Station6,CBBG,Heavy,2021.07,3,12,83.169,6.931,0.221,19.023
Station6,CBBG,Heavy,2021.07,30,26,217.82,8.378,0.58,22.008
Station6,CBBG,Heavy,2021.07,31,13,93.08,7.16,0.248,21.294
Station6,CBBG,Heavy,2021.07,32,24,163.658,6.819,0.436,19.762
Station6,CBBG,Heavy,2021.07,33,20,135.432,6.772,0.361,19.662
Station6,CBBG,Heavy,2021.07,34,8,47.867,5.983,0.127,18.587
Station6,CBBG,Heavy,2021.07,35,8,59.886,7.486,0.159,19.591
Station6,CBBG,Heavy,2021.07,36,6,38.684,6.447,0.103,18.165
Station6,CBBG,Heavy,2021.07,37,17,131.035,7.708,0.349,20.747
Station6,CBBG,Heavy,2021.07,38,12,83.793,6.983,0.223,20.297
Station6,CBBG,Heavy,2021.07,4,5,30.541,6.108,0.081,16.164
Station6,CBBG,Heavy,2021.07,40,11,72.581,6.598,0.193,17.567
Station6,CBBG,Heavy,2021.07,41,5,29.084,5.817,0.077,17.211
Station6,CBBG,Heavy,2021.07,43,10,66.181,6.618,0.176,18.711
Station6,CBBG,Heavy,2021.07,44,14,100.468,7.176,0.268,20.247
Station6,CBBG,Heavy,2021.07,45,3,16.415,5.472,0.044,15.864
Station6,CBBG,Heavy,2021.07,46,6,44.225,7.371,0.118,20.12
Station6,CBBG,Heavy,2021.07,47,6,38.918,6.486,0.104,19.367
Station6,CBBG,Heavy,2021.07,48,9,59.131,6.57,0.157,18.639
Station6,CBBG,Heavy,2021.07,49,5,29.11,5.822,0.078,16.82
Station6,CBBG,Heavy,2021.07,5,6,43.522,7.254,0.116,20.95
Station6,CBBG,Heavy,2021.07,50,6,67.716,11.286,0.18,26.463
Station6,CBBG,Heavy,2021.07,6,5,35.38,7.076,0.094,22.234
Station6,CBBG,Heavy,2021.07,7,9,53.278,5.92,0.142,17.627
Station6,CBBG,Heavy,2021.07,8,2,15.297,7.648,0.041,22.963
Station6,CBBG,Heavy,2021.07,9,16,120.76,7.547,0.322,20.467
Station6,CBBG,Light,2021.07,1,35,518.73,14.821,1.381,32.361
Station6,CBBG,Light,2021.07,10,28,360.666,12.881,0.96,31.893
Station6,CBBG,Light,2021.07,11,33,263.736,7.992,0.702,20.459
Station6,CBBG,Light,2021.07,12,59,582.986,9.881,1.552,24.9
Station6,CBBG,Light,2021.07,13,44,335.536,7.626,0.894,21.24
Station6,CBBG,Light,2021.07,14,17,139.412,8.201,0.371,22.823
Station6,CBBG,Light,2021.07,15,17,106.712,6.277,0.284,17.835
Station6,CBBG,Light,2021.07,17,14,97.581,6.97,0.26,19.56
Station6,CBBG,Light,2021.07,19,37,329.188,8.897,0.877,23.658
Station6,CBBG,Light,2021.07,2,4,24.532,6.133,0.065,16.933
Station6,CBBG,Light,2021.07,20,30,303.694,10.123,0.809,27.229
Station6,CBBG,Light,2021.07,21,24,173.023,7.209,0.461,19.823
Station6,CBBG,Light,2021.07,24,63,844.095,13.398,2.248,28.563
Station6,CBBG,Light,2021.07,27,33,331.66,10.05,0.883,25.216
Station6,CBBG,Light,2021.07,28,38,342.534,9.014,0.912,24.091
Station6,CBBG,Light,2021.07,29,10,69.511,6.951,0.185,19.119
Station6,CBBG,Light,2021.07,3,11,71.046,6.459,0.189,18.127
Station6,CBBG,Light,2021.07,32,23,152.133,6.614,0.405,18.788
Station6,CBBG,Light,2021.07,33,39,326.535,8.373,0.87,21.831
Station6,CBBG,Light,2021.07,34,31,251.977,8.128,0.671,21.429
Station6,CBBG,Light,2021.07,35,23,193.6,8.417,0.516,21.677
Station6,CBBG,Light,2021.07,36,11,83.221,7.566,0.222,21.348
Station6,CBBG,Light,2021.07,37,12,95.421,7.952,0.254,20.18
Station6,CBBG,Light,2021.07,39,38,345.005,9.079,0.919,24.139
Station6,CBBG,Light,2021.07,4,17,115.349,6.785,0.307,19.117
Station6,CBBG,Light,2021.07,40,32,274.194,8.569,0.73,21.701
Station6,CBBG,Light,2021.07,41,28,231.842,8.28,0.617,21.372
Station6,CBBG,Light,2021.07,42,12,94.043,7.837,0.25,20.79
Station6,CBBG,Light,2021.07,43,37,341.779,9.237,0.91,23.218
Station6,CBBG,Light,2021.07,44,36,289.386,8.039,0.771,20.841
Station6,CBBG,Light,2021.07,45,13,96.826,7.448,0.258,20.438
Station6,CBBG,Light,2021.07,46,19,280.073,14.741,0.746,29.929
Station6,CBBG,Light,2021.07,47,38,328.72,8.651,0.875,23.826
Station6,CBBG,Light,2021.07,48,25,217.638,8.706,0.58,24.099
Station6,CBBG,Light,2021.07,8,11,93.522,8.502,0.249,24.088
Station2,CBBG,Heavy,2022.05,1,1,10.224,10.224,0.027,11.965
Station2,CBBG,Heavy,2022.05,2,59,1073.179,18.189,2.858,30.459
Station2,CBBG,Heavy,2022.05,3,8,94.797,11.85,0.252,15.545
Station2,CBBG,Heavy,2022.05,4,32,1498.179,46.818,3.99,34.446
Station2,CBBG,Heavy,2022.05,5,3,44.433,14.811,0.118,15.19
Station2,CBBG,Heavy,2022.05,6,1,32.102,32.102,0.085,22.2
Station2,CBBG,Heavy,2022.05,7,36,1201.275,33.369,3.199,29.026
Station2,CBBG,Heavy,2022.05,8,11,158.377,14.398,0.422,22.498
Station2,CBBG,Heavy,2022.05,9,2,24.246,12.123,0.065,13.857
Station2,CBBG,Heavy,2022.05,10,0,0,NaN,0,NaN
Station2,CBBG,Heavy,2022.05,11,1,8.091,8.091,0.022,10.447
Station2,CBBG,Heavy,2022.05,12,4,68.652,17.163,0.183,18.557
Station2,CBBG,Heavy,2022.05,13,1,21.93,21.93,0.058,20.225
Station2,CBBG,Heavy,2022.05,14,2,17.924,8.962,0.048,11.009
Station2,CBBG,Heavy,2022.05,15,2,29.553,14.776,0.079,16.343
Station2,CBBG,Heavy,2022.05,16,68,1591.181,23.4,4.237,32.124
Station2,CBBG,Heavy,2022.05,17,49,1633.325,33.333,4.349,38.766
Station2,CBBG,Heavy,2022.05,18,1,30.229,30.229,0.08,23.435
Station2,CBBG,Heavy,2022.05,19,0,0,NaN,0,NaN
Station2,CBBG,Heavy,2022.05,20,26,591.363,22.745,1.575,28.635
Station2,CBBG,Heavy,2022.05,21,1,6.374,6.374,0.017,9.44
Station2,CBBG,Heavy,2022.05,22,1,13.866,13.866,0.037,14.262
Station2,CBBG,Heavy,2022.05,23,3,28.876,9.625,0.077,13.08
Station2,CBBG,Heavy,2022.05,24,3,42.638,14.213,0.114,15.298
Station2,CBBG,Heavy,2022.05,25,0,0,NaN,0,NaN
Station2,CBBG,Heavy,2022.05,26,1,9.391,9.391,0.025,11.414
Station2,CBBG,Heavy,2022.05,27,1,25.911,25.911,0.069,22.64
Station2,CBBG,Heavy,2022.05,28,1,11.524,11.524,0.031,12.783
Station2,CBBG,Heavy,2022.05,29,1,5.307,5.307,0.014,8.527
Station2,CBBG,Heavy,2022.05,30,1,5.645,5.645,0.015,9.991
Station2,CBBG,Heavy,2022.05,31,0,0,NaN,0,NaN
Station2,CBBG,Heavy,2022.05,32,54,1457.596,26.993,3.881,40.628
Station2,CBBG,Light,2022.05,1,1,19.433,19.433,0.052,17.172
Station2,CBBG,Light,2022.05,2,58,853.356,14.713,2.272,28.004
Station2,CBBG,Light,2022.05,3,1,100.911,100.911,0.269,43.911
Station2,CBBG,Light,2022.05,4,27,369.277,13.677,0.983,30.96
Station2,CBBG,Light,2022.05,5,0,0,NaN,0,NaN
Station2,CBBG,Light,2022.05,6,58,1523.465,26.267,4.057,41.993
Station2,CBBG,Light,2022.05,7,0,0,NaN,0,NaN
Station2,CBBG,Light,2022.05,8,2,11.16,5.58,0.03,9.003
Station2,CBBG,Light,2022.05,9,47,496.592,10.566,1.322,21.722
Station2,CBBG,Light,2022.05,10,2,32.882,16.441,0.088,17.019
Station2,CBBG,Light,2022.05,11,48,1624.558,33.845,4.326,46.731
Station2,CBBG,Light,2022.05,12,0,0,NaN,0,NaN
Station2,CBBG,Light,2022.05,13,37,748.023,20.217,1.992,35.217
Station2,CBBG,Light,2022.05,14,36,489.828,13.606,1.304,26.831
Station2,CBBG,Light,2022.05,15,39,644.355,16.522,1.716,34.21
Station2,CBBG,Light,2022.05,16,0,0,NaN,0,NaN
Station2,CBBG,Light,2022.05,17,0,0,NaN,0,NaN
Station2,CBBG,Light,2022.05,18,51,615.219,12.063,1.638,24.168
Station2,CBBG,Light,2022.05,19,84,1926.925,22.94,5.131,34.134
Station2,CBBG,Light,2022.05,20,77,2531.712,32.879,6.742,42.148
Station2,CBBG,Light,2022.05,21,1,9.391,9.391,0.025,11.359
Station2,CBBG,Light,2022.05,22,0,0,NaN,0,NaN
Station2,CBBG,Light,2022.05,23,41,958.377,23.375,2.552,37.509
Station2,CBBG,Light,2022.05,24,1,5.411,5.411,0.014,9.117
Station2,CBBG,Light,2022.05,25,91,2140.843,23.526,5.701,32.595
Station2,CBBG,Light,2022.05,26,56,2037.747,36.388,5.426,51.596
Station2,CBBG,Light,2022.05,27,58,1889.62,32.58,5.032,44.747
Station2,CBBG,Light,2022.05,28,73,1858.091,25.453,4.948,37.277
Station2,CBBG,Light,2022.05,29,0,0,NaN,0,NaN
Station2,CBBG,Light,2022.05,30,1,21.592,21.592,0.057,19.241
Station2,CBBG,Light,2022.05,31,0,0,NaN,0,NaN
Station3,CBBG,Heavy,2022.05,1,74,2179.891,29.458,5.805,35.016
Station3,CBBG,Heavy,2022.05,2,0,0,NaN,0,NaN
Station3,CBBG,Heavy,2022.05,3,60,2434.131,40.569,6.482,43.752
Station3,CBBG,Heavy,2022.05,4,102,2970.577,29.123,7.91,37.216
Station3,CBBG,Heavy,2022.05,5,0,0,NaN,0,NaN
Station3,CBBG,Heavy,2022.05,6,72,1959.912,27.221,5.219,33.725
Station3,CBBG,Heavy,2022.05,7,1,9.495,9.495,0.025,11.32
Station3,CBBG,Heavy,2022.05,8,75,2769.719,36.93,7.376,46.484
Station3,CBBG,Heavy,2022.05,9,1,12.123,12.123,0.032,15.175
Station3,CBBG,Heavy,2022.05,10,1,38.319,38.319,0.102,33.259
Station3,CBBG,Heavy,2022.05,11,1,56.712,56.712,0.151,31.239
Station3,CBBG,Heavy,2022.05,12,57,3403.876,59.717,9.064,50.748
Station3,CBBG,Heavy,2022.05,13,58,1914.282,33.005,5.098,45.807
Station3,CBBG,Heavy,2022.05,14,2,12.877,6.439,0.034,10.742
Station3,CBBG,Heavy,2022.05,15,64,3008.091,47.001,8.01,52.894
Station3,CBBG,Heavy,2022.05,16,69,2446.124,35.451,6.514,40.894
Station3,CBBG,Heavy,2022.05,17,73,2754.631,37.735,7.335,48.142
Station3,CBBG,Heavy,2022.05,18,87,2753.044,31.644,7.331,41.874
Station3,CBBG,Heavy,2022.05,19,66,2626.483,39.795,6.994,47.801
Station3,CBBG,Heavy,2022.05,20,71,2964.906,41.759,7.895,49.556
Station3,CBBG,Heavy,2022.05,21,78,2397.268,30.734,6.384,43.209
Station3,CBBG,Heavy,2022.05,22,77,2079.162,27.002,5.537,36.179
Station3,CBBG,Heavy,2022.05,23,0,0,NaN,0,NaN
Station3,CBBG,Heavy,2022.05,24,75,2672.945,35.639,7.118,38.639
Station3,CBBG,Heavy,2022.05,25,55,2155.931,39.199,5.741,48.905
Station3,CBBG,Heavy,2022.05,26,0,0,NaN,0,NaN
Station3,CBBG,Heavy,2022.05,27,64,2804.683,43.823,7.469,53.409
Station3,CBBG,Heavy,2022.05,28,0,0,NaN,0,NaN
Station3,CBBG,Heavy,2022.05,29,67,2710.874,40.461,7.219,52.915
Station3,CBBG,Heavy,2022.05,30,1,9.365,9.365,0.025,13.444
Station3,CBBG,Heavy,2022.05,31,1,20.786,20.786,0.055,19.596
Station3,CBBG,Heavy,2022.05,32,1,11.55,11.55,0.031,14.679
Station3,CBBG,Heavy,2022.05,33,81,2202.992,27.197,5.866,38.795
Station3,CBBG,Light,2022.05,1,1,34.547,34.547,0.092,23.34
Station3,CBBG,Light,2022.05,2,1,9.469,9.469,0.025,11.265
Station3,CBBG,Light,2022.05,3,69,2646.566,38.356,7.048,42.867
Station3,CBBG,Light,2022.05,4,4,307.856,76.964,0.82,35.319
Station3,CBBG,Light,2022.05,5,81,2753.798,33.998,7.333,48.939
Station3,CBBG,Light,2022.05,6,2,505.411,252.706,1.346,102.359
Station3,CBBG,Light,2022.05,7,0,0,NaN,0,NaN
Station3,CBBG,Light,2022.05,8,2,39.334,19.667,0.105,17.767
Station3,CBBG,Light,2022.05,9,64,2901.769,45.34,7.727,48.876
Station3,CBBG,Light,2022.05,10,0,0,NaN,0,NaN
Station3,CBBG,Light,2022.05,11,0,0,NaN,0,NaN
Station3,CBBG,Light,2022.05,12,0,0,NaN,0,NaN
Station3,CBBG,Light,2022.05,13,62,2672.945,43.112,7.118,45.883
Station3,CBBG,Light,2022.05,14,1,36.889,36.889,0.098,25.912
Station3,CBBG,Light,2022.05,15,67,2741.727,40.921,7.301,43.853
Station3,CBBG,Light,2022.05,16,82,2883.767,35.168,7.679,44.734
Station3,CBBG,Light,2022.05,17,56,2469.745,44.103,6.577,59.362
Station3,CBBG,Light,2022.05,18,1,32.83,32.83,0.087,23.057
Station3,CBBG,Light,2022.05,19,58,2915.271,50.263,7.763,53.678
Station3,CBBG,Light,2022.05,20,48,2999.818,62.496,7.988,60.052
Station3,CBBG,Light,2022.05,21,68,3451.509,50.757,9.191,46.164
Station3,CBBG,Light,2022.05,22,64,3537.669,55.276,9.421,51.792
Station3,CBBG,Light,2022.05,23,62,3582.18,57.777,9.539,53.055
Station3,CBBG,Light,2022.05,24,65,3348.309,51.512,8.916,53.457
Station3,CBBG,Light,2022.05,25,71,2914.464,41.049,7.761,46.56
Station3,CBBG,Light,2022.05,26,55,3784.703,68.813,10.078,51.201
Station3,CBBG,Light,2022.05,27,49,2927.393,59.743,7.795,51.096
Station3,CBBG,Light,2022.05,28,50,3231.556,64.631,8.605,54.842
Station3,CBBG,Light,2022.05,29,59,3136.368,53.159,8.352,46.701
Station3,CBBG,Light,2022.05,30,61,2541.91,41.671,6.769,45.083
Station3,CBBG,Light,2022.05,31,54,3323.049,61.538,8.849,58.783
Station3,CBBG,Light,2022.05,32,56,2981.243,53.236,7.939,52.681
Station3,CBBG,Light,2022.05,33,57,2643.965,46.385,7.041,48.793
Station3,CBBG,Light,2022.05,34,62,3193.652,51.511,8.504,54.404
Station4,CBBG,Heavy,2022.05,1,1,24.558,24.558,0.065,19.069
Station4,CBBG,Heavy,2022.05,2,1,5.931,5.931,0.016,9.59
Station4,CBBG,Heavy,2022.05,3,60,2233.273,37.221,5.947,49.59
Station4,CBBG,Heavy,2022.05,4,0,0,NaN,0,NaN
Station4,CBBG,Heavy,2022.05,5,71,2879.787,40.56,7.669,46.69
Station4,CBBG,Heavy,2022.05,6,1,10.484,10.484,0.028,13.011
Station4,CBBG,Heavy,2022.05,7,89,2156.53,24.231,5.743,32.202
Station4,CBBG,Heavy,2022.05,8,104,2475.832,23.806,6.593,35.806
Station4,CBBG,Heavy,2022.05,9,101,1835.874,18.177,4.889,28.761
Station4,CBBG,Heavy,2022.05,10,15,149.584,9.972,0.398,21.322
Station4,CBBG,Heavy,2022.05,11,97,2059.053,21.227,5.483,30.673
Station4,CBBG,Heavy,2022.05,12,120,2648.985,22.075,7.054,32.306
Station4,CBBG,Heavy,2022.05,13,91,2229.084,24.495,5.936,35.597
Station4,CBBG,Heavy,2022.05,14,83,2173.049,26.181,5.787,41.073
Station4,CBBG,Heavy,2022.05,15,64,1106.686,17.292,2.947,32.157
Station4,CBBG,Heavy,2022.05,16,1,9.651,9.651,0.026,11.815
Station4,CBBG,Heavy,2022.05,17,113,2455.697,21.732,6.539,32.586
Station4,CBBG,Heavy,2022.05,18,64,1300,20.312,3.462,35.455
Station4,CBBG,Heavy,2022.05,19,0,0,NaN,0,NaN
Station4,CBBG,Heavy,2022.05,20,0,0,NaN,0,NaN
Station4,CBBG,Heavy,2022.05,21,1,30.515,30.515,0.081,24.048
Station4,CBBG,Heavy,2022.05,22,70,1618.522,23.122,4.31,37.186
Station4,CBBG,Heavy,2022.05,23,100,2260.666,22.607,6.02,34.626
Station4,CBBG,Heavy,2022.05,24,78,1369.615,17.559,3.647,32.287
Station4,CBBG,Heavy,2022.05,25,0,0,NaN,0,NaN
Station4,CBBG,Heavy,2022.05,26,107,1954.37,18.265,5.204,29.985
Station4,CBBG,Heavy,2022.05,27,85,1915.687,22.537,5.101,39.2
Station4,CBBG,Heavy,2022.05,28,86,1920.942,22.337,5.115,36.397
Station4,CBBG,Heavy,2022.05,29,65,1682.752,25.888,4.481,43.069
Station4,CBBG,Heavy,2022.05,30,101,2290.193,22.675,6.099,31.136
Station4,CBBG,Heavy,2022.05,31,1,9.079,9.079,0.024,11.91
Station4,CBBG,Heavy,2022.05,32,0,0,NaN,0,NaN
Station4,CBBG,Light,2022.05,1,68,4025.442,59.198,10.719,49.821
Station4,CBBG,Light,2022.05,2,84,2845.552,33.876,7.578,39.637
Station4,CBBG,Light,2022.05,3,60,2526.067,42.101,6.727,53.006
Station4,CBBG,Light,2022.05,4,74,3556.738,48.064,9.471,49.8
Station4,CBBG,Light,2022.05,5,65,3373.517,51.9,8.983,56.995
Station4,CBBG,Light,2022.05,6,65,2767.144,42.571,7.369,49.399
Station4,CBBG,Light,2022.05,7,1,14.776,14.776,0.039,15.198
Station4,CBBG,Light,2022.05,8,68,3161.707,46.496,8.419,53.159
Station4,CBBG,Light,2022.05,9,1,63.424,63.424,0.169,34.511
Station4,CBBG,Light,2022.05,10,49,3669.433,74.886,9.771,60.987
Station4,CBBG,Light,2022.05,11,69,2805.281,40.656,7.47,41.03
Station4,CBBG,Light,2022.05,12,82,2688.892,32.791,7.16,37.641
Station4,CBBG,Light,2022.05,13,64,3120.473,48.757,8.31,57.991
Station4,CBBG,Light,2022.05,14,2,23.361,11.681,0.062,14.463
Station4,CBBG,Light,2022.05,15,67,3187.201,47.57,8.487,42.38
Station4,CBBG,Light,2022.05,16,111,3264.178,29.407,8.692,35.486
Station4,CBBG,Light,2022.05,17,61,3624.844,59.424,9.653,61.716
Station4,CBBG,Light,2022.05,18,55,4054.006,73.709,10.796,55.626
Station4,CBBG,Light,2022.05,19,60,3236.082,53.935,8.617,51.309
Station4,CBBG,Light,2022.05,20,60,3491.493,58.192,9.298,47.649
Station4,CBBG,Light,2022.05,21,65,2794.381,42.99,7.441,47.794
Station4,CBBG,Light,2022.05,22,62,3567.586,57.542,9.5,50.323
Station4,CBBG,Light,2022.05,23,60,3140.218,52.337,8.362,46.632
Station4,CBBG,Light,2022.05,24,43,3246.436,75.499,8.645,62.575
Station4,CBBG,Light,2022.05,25,52,3765.999,72.423,10.029,69.675
Station4,CBBG,Light,2022.05,26,50,2794.433,55.889,7.441,49.767
Station4,CBBG,Light,2022.05,27,71,2595.864,36.561,6.913,40.844
Station4,CBBG,Light,2022.05,28,0,0,NaN,0,NaN
Station4,CBBG,Light,2022.05,29,1,62.877,62.877,0.167,36.022
Station4,CBBG,Light,2022.05,30,78,3382.076,43.36,9.006,46.258
Station4,CBBG,Light,2022.05,31,53,2711.108,51.153,7.22,52.884
Station4,CBBG,Light,2022.05,32,75,3013.996,40.187,8.026,43.411
Station4,CBBG,Light,2022.05,33,57,3856.79,67.663,10.27,59.353
Station5,CBBG,Heavy,2022.05,1,88,2873.543,32.654,7.652,43.287
Station5,CBBG,Heavy,2022.05,2,82,2384.703,29.082,6.35,37.001
Station5,CBBG,Heavy,2022.05,3,46,2462.955,53.543,6.559,54.933
Station5,CBBG,Heavy,2022.05,4,73,2693.626,36.899,7.173,47.939
Station5,CBBG,Heavy,2022.05,5,89,2586.915,29.066,6.889,40.637
Station5,CBBG,Heavy,2022.05,6,69,2270.421,32.905,6.046,43.661
Station5,CBBG,Heavy,2022.05,7,62,1953.538,31.509,5.202,46.984
Station5,CBBG,Heavy,2022.05,8,83,2937.877,35.396,7.823,48.608
Station5,CBBG,Heavy,2022.05,9,102,2838.085,27.824,7.558,39.861
Station5,CBBG,Heavy,2022.05,10,84,2502.81,29.795,6.665,38.695
Station5,CBBG,Heavy,2022.05,11,53,2503.148,47.229,6.666,53.214
Station5,CBBG,Heavy,2022.05,12,55,2281.165,41.476,6.075,52.446
Station5,CBBG,Heavy,2022.05,13,101,2871.514,28.431,7.647,36.898
Station5,CBBG,Heavy,2022.05,14,81,2460.094,30.372,6.551,37.469
Station5,CBBG,Heavy,2022.05,15,93,2925.546,31.457,7.791,39.175
Station5,CBBG,Heavy,2022.05,16,79,2735.302,34.624,7.284,43.651
Station5,CBBG,Heavy,2022.05,17,94,3089.828,32.871,8.228,41.716
Station5,CBBG,Heavy,2022.05,18,82,2464.516,30.055,6.563,38.678
Station5,CBBG,Heavy,2022.05,19,96,2321.982,24.187,6.183,36.145
Station5,CBBG,Heavy,2022.05,20,0,0,NaN,0,NaN
