Station,CorrectionFor,Fraction,Date,ImageNumber,Count,Total_Area,Average_Size,Perc_Area,Perim
Station2,CBBG,Light,2022.05,17,79,2812.253,35.598,7.489,44.913
Station2,AlcianBlue,Light,2022.05,17,99,3168.548,32.006,8.438,38.205
Station2,CBBG,Light,2022.05,18,64,2779.188,43.425,7.401,50.343
Station2,AlcianBlue,Light,2022.05,18,91,2749.011,30.209,7.32,39.012
Station2,CBBG,Light,2022.05,19,67,2681.426,40.021,7.14,43.244
Station2,AlcianBlue,Light,2022.05,19,96,3031.244,31.575,8.072,36.894
Station2,CBBG,Light,2022.05,20,71,2231.4,31.428,5.942,37.106
Station2,AlcianBlue,Light,2022.05,20,65,2193.756,33.75,5.842,41.551
Station2,CBBG,Light,2022.05,21,86,3183.585,37.018,8.478,44.713
Station2,AlcianBlue,Light,2022.05,21,97,3226.977,33.268,8.593,38.969
Station2,CBBG,Light,2022.05,22,1,5.723,5.723,0.015,8.984
Station2,AlcianBlue,Light,2022.05,22,1,6.868,6.868,0.018,9.762
Station2,CBBG,Light,2022.05,23,54,2748.647,50.901,7.319,56.194
Station2,AlcianBlue,Light,2022.05,23,0,0,NaN,0,NaN
Station2,CBBG,Light,2022.05,24,51,2831.088,55.512,7.539,57.334
Station2,AlcianBlue,Light,2022.05,24,62,3385.744,54.609,9.016,52.439
Station2,CBBG,Light,2022.05,25,77,3252.341,42.238,8.661,44.565
Station2,AlcianBlue,Light,2022.05,25,108,3026.015,28.019,8.058,37.74
Station2,CBBG,Light,2022.05,26,78,2665.869,34.178,7.099,42.002
Station2,AlcianBlue,Light,2022.05,26,99,2814.334,28.428,7.494,32.675
Station2,CBBG,Light,2022.05,27,72,2627.211,36.489,6.996,44.187
Station2,AlcianBlue,Light,2022.05,27,95,2828.304,29.772,7.532,36.788
Station2,CBBG,Light,2022.05,28,56,2365.219,42.236,6.298,51.484
Station2,AlcianBlue,Light,2022.05,28,91,2887.643,31.732,7.69,39.546
Station2,CBBG,Light,2022.05,29,48,2539.256,52.901,6.762,53.55
Station2,AlcianBlue,Light,2022.05,29,72,2726.847,37.873,7.261,39.33
Station2,CBBG,Light,2022.05,30,68,2357.024,34.662,6.277,40.347
Station2,AlcianBlue,Light,2022.05,30,74,3008.949,40.661,8.013,41.202
Station2,CBBG,Light,2022.05,31,1,6.217,6.217,0.017,10.219
Station2,AlcianBlue,Light,2022.05,31,1,10.25,10.25,0.027,13.184
Station2,CBBG,Light,2022.05,32,73,2568.73,35.188,6.84,46.751
Station2,AlcianBlue,Light,2022.05,32,96,2553.356,26.597,6.799,33.988
Station2,CBBG,Light,2022.05,33,79,2581.842,32.682,6.875,47.79
Station2,AlcianBlue,Light,2022.05,33,119,2906.478,24.424,7.74,31.645
Station2,CBBG,Light,2022.05,34,59,2026.171,34.342,5.396,43.951
Station2,AlcianBlue,Light,2022.05,34,74,2690.557,36.359,7.165,41.539
Station2,CBBG,Light,2022.05,35,64,2783.507,43.492,7.412,51.531
Station2,AlcianBlue,Light,2022.05,35,77,2509.027,32.585,6.681,40.052
Station3,CBBG,Heavy,2022.05,1,50,2666.415,53.328,7.1,54.551
Station3,AlcianBlue,Heavy,2022.05,1,66,2620.343,39.702,6.978,47.493
Station3,CBBG,Heavy,2022.05,2,1,17.274,17.274,0.046,16.827
Station3,AlcianBlue,Heavy,2022.05,2,3,96.176,32.059,0.256,24.292
Station3,CBBG,Heavy,2022.05,3,72,2478.096,34.418,6.599,46.001
Station3,AlcianBlue,Heavy,2022.05,3,94,2447.138,26.033,6.517,36.355
Station3,CBBG,Heavy,2022.05,4,1,8.741,8.741,0.023,11.643
Station3,AlcianBlue,Heavy,2022.05,4,1,10.588,10.588,0.028,12.327
Station3,CBBG,Heavy,2022.05,5,58,2315.245,39.918,6.165,46.967
Station3,AlcianBlue,Heavy,2022.05,5,1,5.723,5.723,0.015,11.092
Station3,CBBG,Heavy,2022.05,6,3,29.657,9.886,0.079,11.244
Station3,AlcianBlue,Heavy,2022.05,6,3,33.559,11.186,0.089,11.997
Station3,CBBG,Heavy,2022.05,7,51,2701.951,52.979,7.195,47.832
Station3,AlcianBlue,Heavy,2022.05,7,58,3575.546,61.647,9.521,46.778
Station3,CBBG,Heavy,2022.05,8,41,2177.679,53.114,5.799,61.591
Station3,AlcianBlue,Heavy,2022.05,8,1,43.158,43.158,0.115,26.061
Station3,CBBG,Heavy,2022.05,9,0,0,NaN,0,NaN
Station3,AlcianBlue,Heavy,2022.05,9,0,0,NaN,0,NaN
Station3,CBBG,Heavy,2022.05,10,1,8.507,8.507,0.023,10.73
Station3,AlcianBlue,Heavy,2022.05,10,1,11.629,11.629,0.031,12.555
Station3,CBBG,Heavy,2022.05,11,27,3726.925,138.034,9.925,102.152
Station3,AlcianBlue,Heavy,2022.05,11,37,3623.361,97.929,9.649,74.454
Station3,CBBG,Heavy,2022.05,12,1,38.892,38.892,0.104,25.221
Station3,AlcianBlue,Heavy,2022.05,12,1,47.008,47.008,0.125,27.195
Station3,CBBG,Heavy,2022.05,13,62,2484.339,40.07,6.616,47.913
Station3,AlcianBlue,Heavy,2022.05,13,58,2810.276,48.453,7.484,52.836
Station3,CBBG,Heavy,2022.05,14,44,2724.714,61.925,7.256,63.389
Station3,AlcianBlue,Heavy,2022.05,14,59,2369.017,40.153,6.309,44.639
Station3,CBBG,Heavy,2022.05,15,64,2633.195,41.144,7.012,42.999
Station3,AlcianBlue,Heavy,2022.05,15,59,2684.912,45.507,7.15,45.178
Station3,CBBG,Heavy,2022.05,16,0,0,NaN,0,NaN
Station3,AlcianBlue,Heavy,2022.05,16,1,5.463,5.463,0.015,9.212
Station3,CBBG,Heavy,2022.05,17,64,3415.479,53.367,9.095,49.119
Station3,AlcianBlue,Heavy,2022.05,17,54,3009.573,55.733,8.014,53.267
Station3,CBBG,Heavy,2022.05,18,51,2275.676,44.621,6.06,53.179
Station3,AlcianBlue,Heavy,2022.05,18,71,2084.261,29.356,5.55,42.647
Station3,CBBG,Heavy,2022.05,19,58,3026.405,52.179,8.059,53.542
Station3,AlcianBlue,Heavy,2022.05,19,72,2566.467,35.645,6.834,41.751
Station3,CBBG,Heavy,2022.05,20,1,7.856,7.856,0.021,10.313
Station3,AlcianBlue,Heavy,2022.05,20,1,11.707,11.707,0.031,12.61
Station3,CBBG,Heavy,2022.05,21,45,2920.161,64.892,7.776,55.413
Station3,AlcianBlue,Heavy,2022.05,21,53,2877.315,54.289,7.662,48.017
Station3,CBBG,Heavy,2022.05,22,45,2733.117,60.736,7.278,64.58
Station3,AlcianBlue,Heavy,2022.05,22,70,2920.526,41.722,7.777,45.106
Station3,CBBG,Heavy,2022.05,23,58,2569.875,44.308,6.843,51.118
Station3,AlcianBlue,Heavy,2022.05,23,0,0,NaN,0,NaN
Station3,CBBG,Heavy,2022.05,24,55,2980.723,54.195,7.937,56.815
Station3,AlcianBlue,Heavy,2022.05,24,0,0,NaN,0,NaN
Station3,CBBG,Heavy,2022.05,25,1,8.767,8.767,0.023,10.981
Station3,AlcianBlue,Heavy,2022.05,25,1,65.401,65.401,0.174,45.808
Station3,CBBG,Heavy,2022.05,26,0,0,NaN,0,NaN
Station3,AlcianBlue,Heavy,2022.05,26,0,0,NaN,0,NaN
Station3,CBBG,Heavy,2022.05,27,0,0,NaN,0,NaN
Station3,AlcianBlue,Heavy,2022.05,27,0,0,NaN,0,NaN
Station3,CBBG,Heavy,2022.05,28,1,15.973,15.973,0.043,18.518
Station3,AlcianBlue,Heavy,2022.05,28,1,19.329,19.329,0.051,18.707
Station3,CBBG,Heavy,2022.05,29,49,2006.452,40.948,5.343,52.891
Station3,AlcianBlue,Heavy,2022.05,29,3,77.315,25.772,0.206,22.388
Station3,CBBG,Heavy,2022.05,30,40,2416.753,60.419,6.436,62.791
Station3,AlcianBlue,Heavy,2022.05,30,1,20.395,20.395,0.054,17.149
Station3,CBBG,Heavy,2022.05,31,1,7.934,7.934,0.021,12.633
Station3,AlcianBlue,Heavy,2022.05,31,1,11.082,11.082,0.03,13.963
Station3,CBBG,Light,2022.05,1,80,2279.657,28.496,6.071,36.769
Station3,AlcianBlue,Light,2022.05,1,96,1663.45,17.328,4.43,28.928
Station3,CBBG,Light,2022.05,2,61,2360.25,38.693,6.285,56.066
Station3,AlcianBlue,Light,2022.05,2,91,1803.642,19.82,4.803,31.986
Station3,CBBG,Light,2022.05,3,1,11.056,11.056,0.029,14.096
Station3,AlcianBlue,Light,2022.05,3,1,21.618,21.618,0.058,22.679
Station3,CBBG,Light,2022.05,4,1,6.243,6.243,0.017,10.935
Station3,AlcianBlue,Light,2022.05,4,1,7.076,7.076,0.019,11.486
Station3,CBBG,Light,2022.05,5,0,0,NaN,0,NaN
Station3,AlcianBlue,Light,2022.05,5,1,6.165,6.165,0.016,9.841
Station3,CBBG,Light,2022.05,6,52,1648.153,31.695,4.389,44.726
Station3,AlcianBlue,Light,2022.05,6,89,1831.712,20.581,4.878,34.18
Station3,CBBG,Light,2022.05,7,1,26.691,26.691,0.071,25.26
Station3,AlcianBlue,Light,2022.05,7,1,30.827,30.827,0.082,22.829
Station3,CBBG,Light,2022.05,8,2,24.142,12.071,0.064,15.698
Station3,AlcianBlue,Light,2022.05,8,2,29.006,14.503,0.077,14.872
Station3,CBBG,Light,2022.05,9,1,5.021,5.021,0.013,8.244
Station3,AlcianBlue,Light,2022.05,9,1,7.024,7.024,0.019,9.668
Station3,CBBG,Light,2022.05,10,60,2484.287,41.405,6.615,50.051
Station3,AlcianBlue,Light,2022.05,10,96,2251.249,23.451,5.995,33.691
Station3,CBBG,Light,2022.05,11,80,2188.554,27.357,5.828,37.887
Station3,AlcianBlue,Light,2022.05,11,73,1733.611,23.748,4.616,33.544
Station3,CBBG,Light,2022.05,12,1,8.169,8.169,0.022,10.352
Station3,AlcianBlue,Light,2022.05,12,2,18.288,9.144,0.049,10.978
Station3,CBBG,Light,2022.05,13,58,2034.755,35.082,5.418,43.006
Station3,AlcianBlue,Light,2022.05,13,0,0,NaN,0,NaN
Station3,CBBG,Light,2022.05,14,72,2606.061,36.195,6.94,44.895
Station3,AlcianBlue,Light,2022.05,14,67,1795.265,26.795,4.781,39.056
Station3,CBBG,Light,2022.05,15,71,2173.465,30.612,5.788,40.044
Station3,AlcianBlue,Light,2022.05,15,70,2048.985,29.271,5.456,44.763
Station3,CBBG,Light,2022.05,16,73,2970.682,40.694,7.911,44.521
Station3,AlcianBlue,Light,2022.05,16,92,2550.442,27.722,6.792,36.136
Station3,CBBG,Light,2022.05,17,58,1833.663,31.615,4.883,48.247
Station3,AlcianBlue,Light,2022.05,17,71,2309.86,32.533,6.151,43.845
Station3,CBBG,Light,2022.05,18,59,2131.582,36.129,5.676,43.995
Station3,AlcianBlue,Light,2022.05,18,68,2076.067,30.53,5.528,42.315
Station3,CBBG,Light,2022.05,19,58,1489.23,25.676,3.966,35.665
Station3,AlcianBlue,Light,2022.05,19,0,0,NaN,0,NaN
Station3,CBBG,Light,2022.05,20,1,6.79,6.79,0.018,11.564
Station3,AlcianBlue,Light,2022.05,20,1,7.518,7.518,0.02,11.792
Station3,CBBG,Light,2022.05,21,1,8.273,8.273,0.022,10.864
Station3,AlcianBlue,Light,2022.05,21,1,13.059,13.059,0.035,13.334
Station3,CBBG,Light,2022.05,22,0,0,NaN,0,NaN
Station3,AlcianBlue,Light,2022.05,22,0,0,NaN,0,NaN
Station3,CBBG,Light,2022.05,23,85,2293.652,26.984,6.108,41.169
Station3,AlcianBlue,Light,2022.05,23,0,0,NaN,0,NaN
Station3,CBBG,Light,2022.05,24,63,1943.678,30.852,5.176,42.956
Station3,AlcianBlue,Light,2022.05,24,102,2024.402,19.847,5.391,30.022
Station3,CBBG,Light,2022.05,25,51,1393.106,27.316,3.71,44.451
Station3,AlcianBlue,Light,2022.05,25,76,1564.906,20.591,4.167,32.979
Station3,CBBG,Light,2022.05,26,86,2356.426,27.4,6.275,37.414
Station3,AlcianBlue,Light,2022.05,26,97,2109.599,21.748,5.618,32.916
Station3,CBBG,Light,2022.05,27,62,1239.802,19.997,3.302,36.523
Station3,AlcianBlue,Light,2022.05,27,0,0,NaN,0,NaN
Station3,CBBG,Light,2022.05,28,68,1950.546,28.685,5.194,42.772
Station3,AlcianBlue,Light,2022.05,28,65,1989.802,30.612,5.299,43.212
Station3,CBBG,Light,2022.05,29,47,1515.713,32.249,4.036,39.059
Station3,AlcianBlue,Light,2022.05,29,0,0,NaN,0,NaN
Station3,CBBG,Light,2022.05,30,79,1734.651,21.958,4.619,34.665
Station3,AlcianBlue,Light,2022.05,30,88,1638.45,18.619,4.363,31.589
Station3,CBBG,Light,2022.05,31,60,1610.64,26.844,4.289,37.516
Station3,AlcianBlue,Light,2022.05,31,48,1046.982,21.812,2.788,38.289
Station3,CBBG,Light,2022.05,32,0,0,NaN,0,NaN
Station3,AlcianBlue,Light,2022.05,32,1,5.359,5.359,0.014,8.433
Station3,CBBG,Light,2022.05,33,47,1533.195,32.621,4.083,46.511
Station3,AlcianBlue,Light,2022.05,33,51,1463.371,28.694,3.897,40.124
Station3,CBBG,Light,2022.05,34,59,1778.044,30.136,4.735,43.401
Station3,AlcianBlue,Light,2022.05,34,1,8.195,8.195,0.022,11.965
Station4,CBBG,Heavy,2022.05,1,60,2971.28,49.521,7.912,60.129
Station4,AlcianBlue,Heavy,2022.05,1,77,2798.569,36.345,7.452,41.43
Station4,CBBG,Heavy,2022.05,2,63,2862.591,45.438,7.623,51.699
Station4,AlcianBlue,Heavy,2022.05,2,87,2588.71,29.755,6.894,35.967
Station4,CBBG,Heavy,2022.05,3,0,0,NaN,0,NaN
Station4,AlcianBlue,Heavy,2022.05,3,0,0,NaN,0,NaN
Station4,CBBG,Heavy,2022.05,4,1,57.986,57.986,0.154,32.709
Station4,AlcianBlue,Heavy,2022.05,4,1,62.643,62.643,0.167,33.849
Station4,CBBG,Heavy,2022.05,5,88,2634.001,29.932,7.014,42.87
Station4,AlcianBlue,Heavy,2022.05,5,126,2667.846,21.173,7.104,29.897
Station4,CBBG,Heavy,2022.05,6,71,2689.074,37.874,7.161,45.139
Station4,AlcianBlue,Heavy,2022.05,6,98,2571.93,26.244,6.849,33.533
Station4,CBBG,Heavy,2022.05,7,55,2116.623,38.484,5.636,49.931
Station4,AlcianBlue,Heavy,2022.05,7,61,2122.529,34.796,5.652,42.912
Station4,CBBG,Heavy,2022.05,8,59,2391.545,40.535,6.369,47.06
Station4,AlcianBlue,Heavy,2022.05,8,76,2413.892,31.762,6.428,35.76
Station4,CBBG,Heavy,2022.05,9,91,2782.024,30.572,7.408,38.793
Station4,AlcianBlue,Heavy,2022.05,9,84,2943.158,35.038,7.837,42.967
Station4,CBBG,Heavy,2022.05,10,87,3009.99,34.598,8.015,41.584
Station4,AlcianBlue,Heavy,2022.05,10,80,3053.46,38.168,8.131,43.122
Station4,CBBG,Heavy,2022.05,11,75,1772.112,23.628,4.719,34.471
Station4,AlcianBlue,Heavy,2022.05,11,87,1973.049,22.679,5.254,33.423
Station4,CBBG,Heavy,2022.05,12,73,2538.476,34.774,6.76,41.225
Station4,AlcianBlue,Heavy,2022.05,12,72,2675.182,37.155,7.124,44.496
Station4,CBBG,Heavy,2022.05,13,98,2265.687,23.119,6.033,35.887
Station4,AlcianBlue,Heavy,2022.05,13,100,2734.209,27.342,7.281,41.172
Station4,CBBG,Heavy,2022.05,14,80,2782.492,34.781,7.41,45.02
Station4,AlcianBlue,Heavy,2022.05,14,79,2129.995,26.962,5.672,35.31
Station4,CBBG,Heavy,2022.05,15,75,2895.083,38.601,7.709,50.12
Station4,AlcianBlue,Heavy,2022.05,15,92,3211.863,34.912,8.553,43.302
Station4,CBBG,Heavy,2022.05,16,57,2424.714,42.539,6.457,46.361
Station4,AlcianBlue,Heavy,2022.05,16,78,2901.899,37.204,7.728,43.148
Station4,CBBG,Heavy,2022.05,17,1,424.766,424.766,1.131,185.645
Station4,AlcianBlue,Heavy,2022.05,17,1,470.864,470.864,1.254,179.173
Station4,CBBG,Heavy,2022.05,18,75,2103.174,28.042,5.601,40.411
Station4,AlcianBlue,Heavy,2022.05,18,85,2188.84,25.751,5.829,34.993
Station4,CBBG,Heavy,2022.05,19,62,1984.938,32.015,5.286,44.184
Station4,AlcianBlue,Heavy,2022.05,19,69,1924.063,27.885,5.124,39.044
Station4,CBBG,Heavy,2022.05,20,67,1875.286,27.989,4.994,42.791
Station4,AlcianBlue,Heavy,2022.05,20,87,1997.815,22.963,5.32,33.659
Station4,CBBG,Heavy,2022.05,21,108,2184.964,20.231,5.818,36.308
Station4,AlcianBlue,Heavy,2022.05,21,103,1939.204,18.827,5.164,35.17
Station4,CBBG,Heavy,2022.05,22,88,2010.146,22.843,5.353,35.675
Station4,AlcianBlue,Heavy,2022.05,22,111,2251.093,20.28,5.995,32.224
Station4,CBBG,Heavy,2022.05,23,69,1831.504,26.544,4.877,41.357
Station4,AlcianBlue,Heavy,2022.05,23,82,1984.625,24.203,5.285,39.944
Station4,CBBG,Heavy,2022.05,24,68,1510.38,22.211,4.022,37.444
Station4,AlcianBlue,Heavy,2022.05,24,108,1776.067,16.445,4.73,27.529
Station4,CBBG,Heavy,2022.05,25,77,1833.637,23.813,4.883,39.403
Station4,AlcianBlue,Heavy,2022.05,25,111,2058.429,18.544,5.481,30.378
Station4,CBBG,Light,2022.05,1,78,1835.458,23.532,4.888,36.23
Station4,AlcianBlue,Light,2022.05,1,97,1774.324,18.292,4.725,29.494
Station4,CBBG,Light,2022.05,2,0,0,NaN,0,NaN
Station4,AlcianBlue,Light,2022.05,2,0,0,NaN,0,NaN
Station4,CBBG,Light,2022.05,3,54,2069.797,38.33,5.512,47.942
Station4,AlcianBlue,Light,2022.05,3,74,2368.392,32.005,6.307,37.807
Station4,CBBG,Light,2022.05,4,64,2983.091,46.611,7.944,48.978
Station4,AlcianBlue,Light,2022.05,4,114,2676.561,23.479,7.128,32.797
Station4,CBBG,Light,2022.05,5,46,2257.96,49.086,6.013,51.186
Station4,AlcianBlue,Light,2022.05,5,59,2190.661,37.13,5.834,38.527
Station4,CBBG,Light,2022.05,6,67,2175.546,32.471,5.793,39.347
Station4,AlcianBlue,Light,2022.05,6,69,1905.151,27.611,5.073,35.714
Station4,CBBG,Light,2022.05,7,59,2767.066,46.899,7.369,46.756
Station4,AlcianBlue,Light,2022.05,7,89,2703.408,30.375,7.199,37.879
Station4,CBBG,Light,2022.05,8,58,1643.861,28.342,4.377,38.313
Station4,AlcianBlue,Light,2022.05,8,88,2415.921,27.454,6.433,35.407
Station4,CBBG,Light,2022.05,9,77,2648.283,34.393,7.052,43.344
Station4,AlcianBlue,Light,2022.05,9,0,0,NaN,0,NaN
Station4,CBBG,Light,2022.05,10,67,2391.623,35.696,6.369,47.116
Station4,AlcianBlue,Light,2022.05,10,114,2428.72,21.305,6.468,30.139
Station4,CBBG,Light,2022.05,11,1,11.707,11.707,0.031,19.281
Station4,AlcianBlue,Light,2022.05,11,1,21.774,21.774,0.058,21.444
Station4,CBBG,Light,2022.05,12,0,0,NaN,0,NaN
Station4,AlcianBlue,Light,2022.05,12,0,0,NaN,0,NaN
Station4,CBBG,Light,2022.05,13,70,2654.058,37.915,7.068,44.477
Station4,AlcianBlue,Light,2022.05,13,126,2878.226,22.843,7.665,32.714
Station4,CBBG,Light,2022.05,14,64,2632.752,41.137,7.011,44.888
Station4,AlcianBlue,Light,2022.05,14,88,2661.472,30.244,7.087,35.037
Station4,CBBG,Light,2022.05,15,87,2384.703,27.41,6.35,41.896
Station4,AlcianBlue,Light,2022.05,15,116,2129.631,18.359,5.671,27.773
Station4,CBBG,Light,2022.05,16,59,2243.809,38.031,5.975,47.556
Station4,AlcianBlue,Light,2022.05,16,67,1940.271,28.959,5.167,39.144
Station4,CBBG,Light,2022.05,17,1,9.677,9.677,0.026,11.965
Station4,AlcianBlue,Light,2022.05,17,1,11.342,11.342,0.03,12.744
Station4,CBBG,Light,2022.05,18,64,2128.226,33.254,5.667,38.663
Station4,AlcianBlue,Light,2022.05,18,64,2302.94,35.983,6.133,40.176
Station4,CBBG,Light,2022.05,19,70,2079.891,29.713,5.539,42.713
Station4,AlcianBlue,Light,2022.05,19,64,2492.014,38.938,6.636,47.845
Station4,CBBG,Light,2022.05,20,86,2606.348,30.306,6.941,41.228
Station4,AlcianBlue,Light,2022.05,20,123,2258.481,18.362,6.014,27.384
Station4,CBBG,Light,2022.05,21,0,0,NaN,0,NaN
Station4,AlcianBlue,Light,2022.05,21,0,0,NaN,0,NaN
Station4,CBBG,Light,2022.05,22,36,1483.273,41.202,3.95,44.356
Station4,AlcianBlue,Light,2022.05,22,48,1752.627,36.513,4.667,38.484
Station4,CBBG,Light,2022.05,23,55,1894.511,34.446,5.045,46.123
Station4,AlcianBlue,Light,2022.05,23,75,2251.431,30.019,5.995,38.865
Station4,CBBG,Light,2022.05,24,1,13.788,13.788,0.037,13.656
Station4,AlcianBlue,Light,2022.05,24,1,16.363,16.363,0.044,14.663
Station4,CBBG,Light,2022.05,25,70,2039.412,29.134,5.431,40.138
Station4,AlcianBlue,Light,2022.05,25,85,2157.648,25.384,5.746,32.965
Station4,CBBG,Light,2022.05,26,64,1731.348,27.052,4.61,40.773
Station4,AlcianBlue,Light,2022.05,26,106,2524.142,23.813,6.722,35.621
Station4,CBBG,Light,2022.05,27,0,0,NaN,0,NaN
Station4,AlcianBlue,Light,2022.05,27,0,0,NaN,0,NaN
Station4,CBBG,Light,2022.05,28,56,1660.562,29.653,4.422,43.257
Station4,AlcianBlue,Light,2022.05,28,121,2485.926,20.545,6.62,29.32
Station4,CBBG,Light,2022.05,29,76,1979.943,26.052,5.272,34.602
Station4,AlcianBlue,Light,2022.05,29,105,2041.285,19.441,5.436,28.323
Station4,CBBG,Light,2022.05,30,1,5.073,5.073,0.014,9.551
Station4,AlcianBlue,Light,2022.05,30,1,9.755,9.755,0.026,13.712
Station5,CBBG,Heavy,2022.05,1,64,2202.888,34.42,5.866,40.847
Station5,AlcianBlue,Heavy,2022.05,1,54,2338.345,43.303,6.227,47.828
Station5,CBBG,Heavy,2022.05,2,56,1825.182,32.593,4.86,42.307
Station5,AlcianBlue,Heavy,2022.05,2,66,1480.619,22.434,3.943,36.641
Station5,CBBG,Heavy,2022.05,3,60,2655.671,44.261,7.072,51.385
Station5,AlcianBlue,Heavy,2022.05,3,106,2406.582,22.704,6.409,35.497
Station5,CBBG,Heavy,2022.05,4,59,2068.939,35.067,5.509,46.932
Station5,AlcianBlue,Heavy,2022.05,4,79,1763.762,22.326,4.697,34.061
Station5,CBBG,Heavy,2022.05,5,51,1296.41,25.42,3.452,43.009
Station5,AlcianBlue,Heavy,2022.05,5,84,1346.67,16.032,3.586,28.23
Station5,CBBG,Heavy,2022.05,6,1,36.889,36.889,0.098,23.435
Station5,AlcianBlue,Heavy,2022.05,6,1,41.311,41.311,0.11,24.175
Station5,CBBG,Heavy,2022.05,7,72,2195.89,30.498,5.848,44.996
Station5,AlcianBlue,Heavy,2022.05,7,65,1287.955,19.815,3.43,32.071
Station5,CBBG,Heavy,2022.05,8,48,2234.209,46.546,5.95,48.225
Station5,AlcianBlue,Heavy,2022.05,8,104,3091.883,29.73,8.233,38.33
Station5,CBBG,Heavy,2022.05,9,55,1619.173,29.44,4.312,44.5
Station5,AlcianBlue,Heavy,2022.05,9,58,2101.795,36.238,5.597,48.351
Station5,CBBG,Heavy,2022.05,10,61,2253.876,36.949,6.002,46.859
Station5,AlcianBlue,Heavy,2022.05,10,96,2185.406,22.765,5.82,36.227
Station5,CBBG,Heavy,2022.05,11,71,1955.047,27.536,5.206,39.724
Station5,AlcianBlue,Heavy,2022.05,11,121,2735.302,22.606,7.284,31.47
Station5,CBBG,Heavy,2022.05,12,0,0,NaN,0,NaN
Station5,AlcianBlue,Heavy,2022.05,12,0,0,NaN,0,NaN
Station5,CBBG,Heavy,2022.05,13,66,2217.378,33.597,5.905,41.48
Station5,AlcianBlue,Heavy,2022.05,13,80,2267.066,28.338,6.037,38.81
Station5,CBBG,Heavy,2022.05,14,67,2443.262,36.467,6.506,43.597
Station5,AlcianBlue,Heavy,2022.05,14,82,2419.043,29.501,6.442,38.803
Station5,CBBG,Heavy,2022.05,15,50,2126.821,42.536,5.664,51.322
Station5,AlcianBlue,Heavy,2022.05,15,99,2410.614,24.35,6.419,35.073
Station5,CBBG,Heavy,2022.05,16,1,6.035,6.035,0.016,14.112
Station5,AlcianBlue,Heavy,2022.05,16,1,25.078,25.078,0.067,19.596
Station5,CBBG,Heavy,2022.05,17,0,0,NaN,0,NaN
Station5,AlcianBlue,Heavy,2022.05,17,0,0,NaN,0,NaN
Station5,CBBG,Heavy,2022.05,18,44,2415.505,54.898,6.432,51.391
Station5,AlcianBlue,Heavy,2022.05,18,47,2061.394,43.859,5.489,48.15
Station5,CBBG,Heavy,2022.05,19,53,2025.832,38.223,5.395,49.707
Station5,AlcianBlue,Heavy,2022.05,19,65,2423.205,37.28,6.453,44.656
Station5,CBBG,Heavy,2022.05,20,55,1993.496,36.245,5.309,42.868
Station5,AlcianBlue,Heavy,2022.05,20,45,1483.325,32.963,3.95,46.982
Station5,CBBG,Heavy,2022.05,21,70,2329.501,33.279,6.203,46.846
Station5,AlcianBlue,Heavy,2022.05,21,79,2482.908,31.429,6.612,45.32
Station5,CBBG,Heavy,2022.05,22,0,0,NaN,0,NaN
Station5,AlcianBlue,Heavy,2022.05,22,0,0,NaN,0,NaN
Station5,CBBG,Heavy,2022.05,23,65,2916.649,44.872,7.767,53.746
Station5,AlcianBlue,Heavy,2022.05,23,77,2590.635,33.645,6.899,44.992
Station5,CBBG,Heavy,2022.05,24,81,2404.553,29.686,6.403,40.339
Station5,AlcianBlue,Heavy,2022.05,24,76,2083.221,27.411,5.547,37.083
Station5,CBBG,Heavy,2022.05,25,0,0,NaN,0,NaN
Station5,AlcianBlue,Heavy,2022.05,25,0,0,NaN,0,NaN
Station5,CBBG,Heavy,2022.05,26,90,2752.654,30.585,7.33,43.242
Station5,AlcianBlue,Heavy,2022.05,26,100,2152.029,21.52,5.731,33.524
Station5,CBBG,Heavy,2022.05,27,66,2367.612,35.873,6.305,42.74
Station5,AlcianBlue,Heavy,2022.05,27,98,2752.758,28.089,7.33,36.397
Station5,CBBG,Heavy,2022.05,28,1,9.547,9.547,0.025,15.175
Station5,AlcianBlue,Heavy,2022.05,28,1,27.914,27.914,0.074,23.78
Station5,CBBG,Heavy,2022.05,29,0,0,NaN,0,NaN
Station5,AlcianBlue,Heavy,2022.05,29,0,0,NaN,0,NaN
Station5,CBBG,Heavy,2022.05,30,79,2752.914,34.847,7.331,41.234
Station5,AlcianBlue,Heavy,2022.05,30,85,2117.066,24.907,5.638,35.994
Station5,CBBG,Heavy,2022.05,31,44,2395.682,54.447,6.38,56.389
Station5,AlcianBlue,Heavy,2022.05,31,61,1719.355,28.186,4.579,40.691
Station5,CBBG,Heavy,2022.05,32,64,2229.084,34.829,5.936,50.339
Station5,AlcianBlue,Heavy,2022.05,32,103,2413.345,23.431,6.427,36.484
Station5,CBBG,Light,2022.05,1,1,7.05,7.05,0.019,10.274
Station5,AlcianBlue,Light,2022.05,1,2,13.658,6.829,0.036,9.837
Station5,CBBG,Light,2022.05,2,85,2295.812,27.01,6.114,38.044
Station5,AlcianBlue,Light,2022.05,2,120,2509.99,20.917,6.684,31.246
Station5,CBBG,Light,2022.05,3,1,9.313,9.313,0.025,13.011
Station5,AlcianBlue,Light,2022.05,3,1,15.739,15.739,0.042,14.797
Station5,CBBG,Light,2022.05,4,74,1972.997,26.662,5.254,38.798
Station5,AlcianBlue,Light,2022.05,4,104,2290.843,22.027,6.1,27.237
Station5,CBBG,Light,2022.05,5,70,2117.326,30.248,5.638,40.27
